1120002288,repeal obamacare,states medicaid,partisan issue,meaningful health,rationed care,citizens understand,spend trillion,patients delivering,costs tennessee,limiting access
1120002310,reform obamacare,calling repealing,cutting insurance,provide health,parents policies,copays deductibles,constitutes discussion,seniors going,future affordability,checkups preventive
1120002333,repealing obamacare,obamacare imperative,current entitlement,worst legislation,higher taxes,medicine mean,choice longer,washington exploding,decline endangered,numbers coverage
1120002339,obamacare takes,medicare instituting,physician nearly,washington bureaucrats,decades tennessee,voting repeal,failures governmentrun,reducing practice,taxes increases,today support
1120002363,business obamacare,recovery economy,small businesses,recover small,employers limited,survive law,ben bernanke,costs drop,dictating benefits,week federal
1120002406,obamacare compassionate,changes medicare,innovation health,repeal step,remember hippocratic,fewer services,speaker today,busts budgets,creates unsustainable,employers states
1120002434,obamacare repeal,obamacare spends,medicaid costs,medicare advantage,premiums increase,people uninsured,administrations estimates,current coverage,percent retirees,plan lose
1120002442,oregons seniorsthats,covered insurance,established medicare,cost health,care life,1099 reporting,advantage programs,new law,42 percent,freight logistics
1120002447,protections affordable,care reform,domestic violence,discriminated woman,pregnancy insurance,women health,attempt repeal,practices outlawed,denied health,csections
1120002451,repealing obamacare,bipartisan,business unconstitutional,cut health,patients bad,economy hear,end debate,insurance prescription,abortions reprehensible,mr speaker
1120002461,medicare health,care costs,coverage policy,rates diabetics,republicans agree,repeal replace,plan reduced,does chronic,percent washington,stay parents
1120002475,repeal obamacare,care mandates,competition mandates,tennessee learn,mistakes tenncare,bureaucracies dont,bankrupted state,replacing promises,nearterm cost,rant earlier
1120002493,suggest obamacare,repeal replace,real reform,reduce deficit,jobkilling reform,liberal congress,raise cost,mouth good,enron accountant,speaker exception
1120002495,repeal reform,waste medical,reduce deficit,efficiencies providenceeverett,medicine virginia,supplies grouphealth,come washington,readmission rate,care havent,second really
1120002497,opposition obamacare,democrats health,cut medicare,care increase,businesses increases,deficits national,costs legislation,takeover health,explode democrats,negative ramifications
1120002517,medicaid health,supporters obamacare,treating uninsured,called welfare,repeal argue,state budgets,cut michigans,cancer oncologist,carol died,illusion coverage
1120002536,constitutionality obamacare,kansas attorney,did unconstitutionally,general schmidt,exist congress,founders intended,25 states,requires citizen,private product,speaker week
1120002576,repeal obamacare,california chronically,urging congress,cost health,reforms reduce,produce residents,path fiscal,revenue increases,valley heard,planned open
1120002578,repealing,obamacare jobkilling,bipartisan effort,senate override,listeners debate,label bills,away benefits,misleading lot,sit,wish dust
1120002580,insurance democracy,repeal obamacare,constitution freedom,purchase health,conservative say,free enterprise,ballot box,mandatory product,support,fall cast
1120002584,repeal obamacare,care costs,washington needs,medicare senior,congress new,reforms america,decisions health,bureaucracies doctor,plan staff,fit page
1120002601,obamacare massively,democrats health,health insurance,care improve,benefits creates,burden economy,mandate cost,taxes regulations,markups bipartisan,promise replace
1120002623,repeal health,uninsured emergency,afford lifesaving,care tax,nevada operating,seniors congressional,lifetime caps,cost medications,district wont,preexisting condition
1120002675,repealing health,community health,affordable care,medicaid recipients,district coverage,illinois community,seventh congressional,legislation provide,percent families,consider devastating
1120002685,repeal obamacare,insurance premiums,taxhiking inflicting,increase health,costincreasing jobkilling,elections democrats,damage american,waco texas,clear alternatives,reality cutting
1120002687,repealing healthcare,york repeal,patients rights,care oppose,seniors medicare,freedoms constituents,coverage preexisting,adults district,lives costs,percent discount
1120002705,repeal obamacare,reform cut,senate listen,virginia,costs american,president position,stay resolve,socialism socialized,symbolic sent,bank wont
1120002718,repeal obamacare,trillion reasons,cost legislation,added deficit,minimum benefit,disrespect president,taxes 1099,aisle contend,speaker improve,jobcrushing regulations
1120002730,obamacare,democrats health,cuts medicare,speaker democrats,answer repealing,deficit spending,thank majority,increase quality,path greater,replace promise
1120002737,repeal obamacare,meaningful bipartisan,flaw president,listen american,powers bureaucrats,hikes trillion,rate medical,mandate requiring,law cost,payroll taxes
1120002743,repeal affordable,healthcare reform,insurance coverage,patients rights,care tax,cut health,act benefits,disparities vaccinations,americans access,arguments validate
1120002744,repealing affordable,jobs repeal,healthcare discussing,legislation create,deficit trillion,speaker represent,opposition interests,district better,create jobs,average 117
1120002750,repeal health,hurting economy,healthcare costs,bipartisan solutions,tax hikes,policies lower,barriers provide,president obamas,businesses create,robust recovery
1120002752,repeal health,affordable care,care opposing,protections patients,insurers deny,act passed,today debate,law mean,representatives introduction,bills title
1120002761,healthcare reform,affordable care,damage obamacare,repeal affordable,cost health,replace thoughtful,mandates taxes,deficit,spring democrats,encouraging americas
1120002773,repeal obamacare,recommit inexplicable,proposal notion,respond minoritys,new law,billwithout question,support motion,openended entitlement,denying better,patients
1120002790,health insurance,care reform,provide coverage,diabetic afford,stay homeless,contact senate,know repeal,people need,spread risk,stand american
1120002798,adviser afghanistan,retired general,speaking encouraging,mr speaker,norquist speaking,soldier lost,saying conservatives,effectiveness exit,article morning,thank grover
1120002811,repeal obamacare,legislation tonight,georgia said,policy empowers,deficit spending,processopen american,personal liberties,ensure patients,mr speaker,colleagues left
1120002825,repealing obamacare,bipartisan support,representative eshoo,leader health,reform broad,commerce committee,ran campaign,order hour,today accomplished,consume
1120002827,families benefits,vermont hardworking,bills health,story congresswoman,shifted taxpayer,fiscal discipline,care child,policies age,consequences taking,eshoo told
1120002833,paying health,outbreak choice,insurance fall,cystic fibrosis,difference republicans,people preventive,screenings medications,hospital emergency,policy winds,born asthma
1120002851,funding abortion,abortionists filthy,pregnancy gruesome,taxpayers strongly,mortality industrialized,philadelphia dr,psychological harm,sued asserting,compared percent,gosnell arrested
1120002852,abortions obamacare,unborn human,generation lives,prolife caucus,rights dignity,leader vital,mothers leaving,mr speaker,legislation replace,aftermath brutal
1120002878,referred obamacare,caucus mr,speaker nancy,thankful election,house gop,today repeal,pennsylvania dr,grateful cochairman,behalf american,act 2010
1120002879,care reform,congress really,having oversight,car health,cost trillion,pages parts,reduce rehospitalization,great tire,coverage dont,readmission rates
1120002882,repeal obamacare,fun congress,option act,order tonight,multiple bills,provide good,things number,change dynamics,neil cavuto,reintroducing colleague
1120002883,plan repeal,obamacare poster,house gop,10th congressional,dr broun,ideas priority,sides aisle,reclaiming time,talking really,replace particularly
1120002889,support obamacare,repeal replace,chamber physicians,republicans focusing,today health,jobs hurt,new businesses,district heard,tonight arent,gingrey allowing
1120002894,repealing obamacare,increase medicaid,budget deficit,cost health,true democrats,care maintain,replace senate,years going,state georgia,techniques deceptive
1120002903,representative giffords,thoughts prayers,meeting constituents,express condolences,concern community,shooting tucson,tragedy madam,morning gabby,individuals injured,history bystanders
1120002965,repeal obamacare,governmentrun health,britain trying,doctors patients,step centralized,allow majority,new burdensome,conditions portability,colleague yielding,process reexamining
1120003013,repeal obamacare,debate congress,coming washington,chairman dreier,access affordable,new taxes,replace budgetbusting,aisle listen,look forward,families small
1120003114,health reform,cost health,care debate,costs improve,treatments reduce,research regenerative,medicine potential,americans suffering,bladder replacement,275 billion
1120003171,congressional budgets,constitution weve,unused federal,money save,repeal really,property going,going cut,medicaid breaking,try reduce,ohio believe
1120003177,representatives today,speaker american,anniversary election,repeal obamacare,message podium,debate extended,appreciate honor,time franklin,president record,2013 mr
1120003188,repeal obamacare,democrat health,policies hinder,health costs,wages fewer,employer mandate,insurance employees,create jobs,strain rising,contains number
1120003198,repeal healthcare,health insurance,protection affordable,sickexactly coverage,underinsured vital,americans lack,pregnancy considered,congressional district,finally seniors,allow jonathan
1120003207,william lockridge,neighborhood commissioner,president ward,educated tennessee,columbia member,president alabama,black school,advocacy children,improving education,action rehabilitate
1120003208,abortion industry,dollar abortion,mortality morbidity,subsidies ugly,according philadelphia,dr gosnell,speaker multibillion,entire population,dismembering decapitating,idealizations compared
1120003210,healthcare stan,lobbying rhode,executive vice,benefit members,connecticut served,1199 new,mr speaker,island seiu,worksite laborers,handling act
1120003213,health repeal,affordable care,insurers deny,republicans care,jobs patient,today debate,historic protections,law mean,representatives introduction,disrespectful untrue
1120003237,medicaid mandates,obamacare burdens,obamacare bankrupting,cost states,fiscal situation,pennsylvania facing,beneficiaries federal,benefits new,enroll millions,help cover
1120003356,stimulus funding,save americans,consideration republican,repeal federal,downturn economy,new proposal,recovery act,cut 42,protecting environment,decrease state
1120003466,medicare cuts,obamacare bad,protection affordable,tax hikes,mandates dictates,told taxpayers,outofcontrol costs,deficit accounting,closer trillion,1099 forms
1120003474,repealing obamacare,medicaid unfunded,bipartisan effort,massive deficits,stimulus funds,support legislation,costs health,mandate cost,worth paper,arizona
1120003475,cajon steve,steve ambassador,diego auctioneer,charity behalf,running citizen,promoting el,moderator east,provides san,speaker profound,embodies rotarian
1120003707,senate hope,shooting tucson,heated election,washington absorbed,consequences troops,congresswomans hospital,nation mourned,changing rhetoric,recovery continue,anxiously brave
1120003712,economy president,president changing,tonight president,congress continue,streamlining reducing,stimulus told,staff speaking,create debt,regulatory climate,make health
1120003717,folks tucson,colleagues tragedy,wednesday shooting,partisan discussion,talk heroism,iraq safeway,mccain offer,really enjoyed,schneck agreed,begins proposition
1120003720,deficits debt,unsustainable fiscal,imbalance president,administrations stimulus,obamacare busts,presidents desire,congress ended,restructuring american,longterm,irresponsible unaffordable
1120003747,1099 repeal,eliminating tariffs,112th congress,new regulation,growing bipartisan,washington continue,unemployment rate,workers ready,mandate buried,improving health
1120003872,pharmacists support,hospital admissions,quality healthcare,increases patient,participate nhsc,wellness screening,university hawaii,reduce tobacco,access prevention,approach recruiting
1120003878,nonprofit hospitals,pay treatment,service study,universities pension,clinical teaching,provide increased,debtfinanced safe,legislation reintroducing,outperformed forprofit,closures
1120003890,pricing act,misinterpretation antitrust,retailers prevented,consumers vertical,discounting jeopardized,fixing rule,overturning 96yearold,endorsed restoring,walmart best,leegin announced
1120003899,increases insurers,health insurance,protection affordable,cost health,premium rate,family coverage,consumers egregious,percent average,outofcontrol rates10,111th congress
1120003964,colorado dave,lee dill,meet congressman,missouri moved,corpsman following,president operations,positive representative,speaker rise,revolutionized pueblo,bachelors history
1120003968,colonel lew,honor medical,force commendation,regents award,corps greatly,meritorious,tenure career,managed healthcare,oak leaf,received american
1120004293,congresswoman giffords,tucson tragedy,loss gabby,mccain bringing,mourn courage,americas democracy,reid colleagues,represented grateful,christina imagined,phase recovery
1120004310,honoring victims,tucson shooting,mccain submitting,congresswoman giffords,mr president,thank senators,hope todays,persevering prayer,sense purpose,support resolution
1120004331,griefbecame president,challenger exploded,mars president,extraordinary loss,states commander,reagan touched,americas aerospace,americans yield,25th anniversary,measles replaced
1120004356,ohio health,care reform,insurance consumer,senate presiding,state writes,things president,taxpayersubsidized cut,benefits senior,stay homes,advocates looking
1120004400,repealing healthcare,insurance plans,cost health,mandates replacing,increase medicaid,tort reform,expand entitlements,law step,businesses avoid,creating choice
1120004405,detective jones,township police,officers risk,served middletown,department lost,veteran operation,chris left,vehicle struck,mr speaker,memorialize bucks
1120004407,congratulating veterans,hospital vmh,hospital achievement,summit award,satisfaction patients,memorial,best emergency,room surveys,waukon iowa,press ganey
1120004418,dr musunuru,heart transplantation,rural hospital,care tenure,medical association,institute meriting,continued philanthropic,harris fellowship,critical medicine,hernando community
1120004429,california pauline,leader san,murillo wrote,tribal history,serranolanguage traditional,martha manuel,chacon visited,author presenter,extending condolences,born 1934
1120004434,healthcare reform,affordable care,oppose repeal,costs illness,son insurance,story debate,hope transplant,rare liver,act important,26 household
1120004448,california cabrillo,rosemarie embraced,president clubs,portuguese legacy,participation civic,duerta,foster americanization,polio cancer,drives coordinating,awarded approximately
1120004663,army nursing,nurses died,1901 army,women endured,corps did,1898 spanishamerican,vietnam nearly,000 patients,truman ordered,recognizing contributions
1120004764,obamacare christmas,obamacare cratered,administrations narrative,fiscal collapse,democrats decided,governmentrun health,power washington,americansamericans rejected,understatement year,debate history
1120004806,congratulate senator,strong bipartisan,hutchison leadership,treasury congressconcerning,president want,rebuilding infrastructure,companies families,overwhelmed paperwork,care passionately,economy 21st
1120004808,repeal health,1099 argument,folks medicaid,speak faa,trillion deficit,begin benefits,committee close,asthma number,isnt discussed,savings feeforservice
1120004814,medicaid mandate,demands states,cost mandate,obamacare maintenance,moe mandate,urging repeal,maintenance effort,arizonas budget,dialing coverage,difference federal
1120004820,cautious repealing,poll period,2020 lack,deficit trillion,deduction want,wait long,effect lifetime,cost drain,best agree,sideand didnt
1120004825,obamacare help,medicaid benefits,costs uninsured,wyoming law,article repeal,patients bad,program poor,entities covering,comparable adult,president yield
1120004829,repealing health,affordable care,maryland medical,reform congressional,debate pass,bringing deficit,americans gaps,mr president,bring cost,extend solvency
1120004837,repealing health,medicaid sudden,legislation think,implementation going,delivering care,mcconnell brought,mandate washington,cost complying,consequences associated,device field
1120004846,repealing health,appreciate senator,mr president,insurance husband,rhetoric republicans,pensions,seniors prescriptions,issues hear,maiden speech,mammograms preventive
1120004880,protect massachusetts,federal health,care reformexpanding,introduce legislation,state innovation,fiscal standpoint,washington does,allowing waive,franken ms,president rise
1120004939,provisions obamacare,waivers dangers,reasons repeal,cuts medicares,benefits cost,renewals available,lose coverage,bills authors,prohibit annual,outflows exceed
1120004941,repeal health,reform waiting,legislation extends,congress different,medicare red,signed president,land wants,insurance margins,rebate tax,wheat belt
1120004945,faa perimeter,obamacare thinking,imposed limitation,assumptions federal,complexity health,airport virginia,national longhaul,hotel washington,want dulles,routes schedules
1120004947,repeal 1099,repair legislation,reporting mandate,cuts medicare,bipartisan agreement,congress penalize,support senator,flawed provision,nation health,patients difficulty
1120004949,repealing health,support faa,reform law,constitutionally sound,care bills,congressmenget sick,coverage employees,america intention,drug costs,serve prevent
1120004982,trillion deficit,repeal affordable,republicans priority,amendment proposed,medicare ensuring,oppose reckless,revokes health,president johnson,dave loebsack,nature gimmicks
1120004992,presidents health,medicaid plan,care overhaul,need bipartisan,hoosiers repeal,costs passed,allowing consumers,malpracticeundermined credibility,muncie evansvilleall,access issues
1120004994,health insurance,insurance avoid,repeal law,policies 85,rash excuse,depriving seniors,airplanes vacations,preexisting condition,senseofthecongress resolution,perunit cost
1120005003,care repeal,congress reconsider,new legislation,support senator,change 1099,reduce federal,amendments johanns,sooner passed,surging deficit,americans access
1120005007,repeal obamacare,unconstitutional health,amendment 13,concerns bills,support mcconnell,contradicts presidents,plan essentials,vermont everybody,hold unsustainable,reimportation generics
1120005012,obamacare legislation,repeal practically,mcconnell amendment,faa reauthorization,issue bipartisan,cuts federal,challenging regulatory,agrees medicare,taxincreasing jobkilling,implemented speak
1120005017,repeal health,entitlement congress,force egypt,medicare levies,reforms prohibit,new loans,pledges treat,heart constitution,catastrophic setback,consult passing
1120005018,law repeal,obamacare took,devastating medicare,increase insurance,inadequate medicaid,criticized proposals,child plans,step bipartisan,unintended consequences,prevent job
1120005222,reagans birth,priorities ronald,man president,100th anniversary,senator illinois,john nelle,actor signed,1946 serving,father strong,1911 tampico
1120005302,forcing wages,faa amendment,build airports,balancing budget,cost schools,davisbacon restrictions,idea government,deficit trillion,congress wont,35 hour
1120005400,cost medication,medication regimen,avoidable hospitalizations,medicare savings,seniors chronic,antihypertensive treatment,deaths annually,estimates overall,provide mtm,does nonadherence
1120005802,peace corps,volunteers acceptable,serve united,ambassadors represents,america care,president kennedy,recipients foreign,establishing important,encouraging college,personally benefits
1120005891,millerkeystone blood,blood centers,hospitals pennsylvania,plasma donation,center lionville,pottstown memorial,provider brandywine,transfused facilities,appointments days,congratulate
1120006181,committees bills,tone congress,debates floor,boehner process,house approves,constitutional structure,rules practice,changes taken,march anticipated,order component
1120006182,repeal coming,petition seek,signatures discharge,support bipartisan,obamacare unusual,implement enforce,understood america,thenspeaker pelosi,peaked 178,seated markups
1120006186,solutions frankly,congress work,political agenda,point republicans,care obamacare,principled leadership,taxes american,debt approaching,talk little,businesses create
1120006188,debt inflation,kind borrowing,state mortgage,banking money,appropriating,unemployment frankly,constitutionally national,carter,married yesterday,think principle
1120006194,riversides mayors,superintendent schools,tuckers professionalism,board executive,baptist university,2011 dr,trustee,respected alvord,member parkview,dynamic dedicated
1120006218,cancer richard,donation ohio,solove research,medical center,chairman james,tenacity vision,create stateoftheart,mostgenerous alumni,compassion commonly,proud know
1120006233,eligible businesses,contracts anc,procurement advantages,sbas oversight,disproportionately awarded,fy2008 federal,rate alaska,small minorityowned,remain program,carveout work
1120006302,proposed regulations,jobs legislation,governmentwide review,congress understands,unfunded mandates,committees step,resolution 73,president reducing,hours debate,unemployment rate
1120006341,employees regulation,regulatory reform,creation economic,businesses fewer,create jobs,agencies impinging,bailout projected,democrats believe,average cost,santa ana
1120006590,proposed regulation,regulations jobs,review government,private sector,fundamental questions,create jobs,safeguard american,100 families,harder harder,sure welcome
1120006612,repeal environmental,important debate,protect american,years bush,disaster history,oil day,deepwater horizon,ticking timebomb,yield minutes,financial marketplace
1120006668,debating oversight,committeeour committee,agencies agree,agree american,goal republicans,jobs renewable,billion tax,need oil,enjoy,balance time
1120006679,medicare regulation,regulations marginalize,implementation legislation,ignore congressional,comply epa,directing committees,good government,agencies continue,physicians nebraska,speaker cities
1120006685,proposed regulations,review federal,pacemakers defibrillators,disrupt medical,definition fiduciary,lifesaving technologies,economy businesses,erisa implemented,changes 35yearold,impact shipping
1120006786,brotzman daughter,mrs thelma,oldest house,graduated laceyville,township susquehanna,bruce edna,years member,green familys,couple settled,oneroom schoolhouse
1120006813,paso diabetes,dr luna,risk prediabetic,professional congressional,vicente currently,people diagnosed,health increase,prevention organizations,especially uninsured,annual hope
1120006814,dr butler,humanitarian healer,degree medical,philadelphia academic,michele man,activist gave,served american,condolences pay,south florida,admittance prestigious
1120006861,act obamacare,expense health,cost 800,expand provisions,diminishing job,1099 form,grievances overregulation,judiciary committee,accomplishment presidents,nurses clinics
1120006875,regulatory reform,like epa,livelihood regulate,prevent floridas,compliance costs,grow citizens,cost agricultural,businesses ability,create environment,control water
1120006879,obamacare cost,new 1099,medicare,committee consideration,600 president,job numbers,said gop,just health,hill article,light burden
1120006998,federal regulation,government increasing,recession driving,appreciate leadership,committee chair,american business,yesterday oversight,reagan stated,reform hearing,innovating adapting
1120007037,obamacare regulatoryriddled,economic uncertainty,costly federal,reason nevada,preventing smallbusinesses,coverage dont,house resolution,employees young,highest unemployment,limits durable
1120007094,music charlie,robinson africanamerican,embraced jazz,renowned pianist,jackie,symphonies unable,career early,navy attended,color barrier,auditions different
1120007244,effectiveness congressional,territories suffer,cut funding,district columbia,government september,rico worked,policies compounded,responsibility setting,hold letter,hiring rehiring
1120007338,presidents budget,fiscally responsible,debt reduction,owing bipartisan,ultimately president,crisis approaching,overload obamacare,fianc6e dinner,inherently patriotic,expire relief
1120007490,biodiesel tax,growing renewable,fuel companies,small agribiodiesel,oildependent state,producers like,hawaiis pacific,restaurant waste,selfsufficient,introduce legislation
1120007577,obamacare bipartisan,appropriations going,legislation shut,speaker voted,gentleman georgia,presidents written,second priority,glad welcome,crs report,definition took
1120008439,reimbursed emergency,provision medicare,undocumented aliens,procedures pay,541 pay,services hospital,providers choking,costs eat,district columbia,relative percentages
1120008453,deficit spending,debt presidents,insurmountable debt,cut government,tackling unsustainable,year president,failure leadership,unemployment rate,recognizing urgent,southside virginia
1120008463,republican spending,veto irresponsible,protect energy,obama vowed,infrastructure president,education american,elderly save,mr speaker,benefits amendments,jobs fragile
1120008793,shortage trauma,level care,madam chair,drive victim,memorial,misplaced priorities,witnesses bystanders,illinois family,huey shot,introduced amendment
1120008801,district cuts,force clinics,screening nationally,californias newborn,outcomes illafford,block grant,preventive health,program focuses,210 million,devastate primary
1120008820,health services,costs medicaid,insurance cuts,funding 127,sustain help,addressing needs,community development,disadvantaged disjointed,concern maternal,crises leaving
1120009001,implement obamacare,health spending,services fiscal,budget internal,deficit looking,irs talking,presidents new,oversight hospitals,senate,250 times
1120009002,irs saying,state health,patientcentered reforms,wyoming wednesdays,decide washington,medicaid cost,concerns sustainability,sign worrisome,replacing parking,create jobs
1120009052,eas airports,nebraskans rely,service rural,areas cost,essential air,flights costprohibitive,programs efficiencies,drive hours,promotes accessibility,medicare required
1120009076,maine businesses,recession recovery,americans resilient,redirect efforts,plan reduce,jobcreation initiatives,entrepreneurial ignore,congress president,start grow,illustrate sevenpoint
1120009302,reinvented telecommunications,verizon pac,country bell,switch network,companies 1960s,rotary dial,build packet,south said,marketplace opposed,distance costs
