Data/Witness Statement Txt/Barbara Martinez 47 Million & Counting Why the Health Care Marketplace is Broken 6-10-08.txt.txt,patients money,cost hospital,hospitals exempt,reimbursed anderson,debts prompt,care contingent,insurer refusing,leukemia cancer,kellys arrived,taxes maintenance
Data/Witness Statement Txt/Barbara Spivak Making Health Care Work for American Families The Role of Public Health 3-31-09.txt.txt,care initiative,massachusetts health,role coordinated,implement wellness,members medicare,optimizing patient,beneficiaries macipa,providers ehr,quality efficiency,updating subcommittee
Data/Witness Statement Txt/Ben S. Bernanke The State of the U.S. Economy 2-2-12.txt.txt,recent recession,recovery economy,predictability monetary,federal budget,supply disruptions,bernanke chairman,signs concerns,pace recovery,unsustainable structural,earthquake japan
Data/Witness Statement Txt/Bernard McKay Hearing on How Tax Reform Will Simplify Our Broken Tax Code and Help Individuals and Families 7-19-17.txt.txt,electronic tax,cerca members,preparation filing,financial services,collaborate congress,reform benefit,infrastructure platforms,991 5575,iras distinct,distinctions code
Data/Witness Statement Txt/Beth Landon Addressing Healthcare Workforce Issues for the Future 2-12-08.txt.txt,healthcare rural,recruiting health,training workforce,graduates alaska,centers programs,preparing physicians,areas reauthorization,dentists survey,frontier disadvantage,number retirements
Data/Witness Statement Txt/Bill Archer Hearing on How Tax Reform Will Simplify Our Broken Tax Code and Help Individuals and Families 7-19-17.txt.txt,tax reform,committee taxation,archer subcommittee,achievable congress,revenue code,legislation cost,chairman challenges,certainly,impediments significant,brady taking
Data/Witness Statement Txt/Bill Kadereit Safeguarding Retiree Health Benefits 9-25-08.txt.txt,retiree legislative,employees retired,kadereit president,benefits thursday,300 congressional,network committee,irs sec,rayburn hob,companies boeing,texas appear
Data/Witness Statement Txt/Brent C. James Learning from the States Individual State Experiences with Health Care Reform Coverage Initiatives in the Context of National Reform 4-28-09.txt.txt,healthcare reform,senate health,coverage initiatives,utah senate,improvement washington,clinics embedded,pensions hearing,governmental payment,delivery build,visits testing
Data/Witness Statement Txt/Brian A. Sassi Terminations of Individual Health Policies by Insurance Companies 6-16-09.txt.txt,insurer rescission,contract rescissions,rescissions impact,fraud initiatives,misrepresentations contribute,medically underwrite,costs government,significantly medicare,regulator health,review wellpoint
Data/Witness Statement Txt/Brian Cornell Hearing on Increasing U.S Competitiveness and Preventing American Jobs from Moving Overseas 5-23-17.txt.txt,tax american,new border,reform target,congress shouldn,adjust families,economic growth,000 employees,bring rate,street coffee,brady ranking
Data/Witness Statement Txt/Brian D. Smedley Comprehensive Health Reform Discussion Draft Day 1 6-23-09.txt.txt,health racial,disparities contribute,americans uninsured,medicaid draft,disproportionately burdened,immigrants accounted,policymakers increasingly,colleagues assessed,smedley joint,hawaii new
Data/Witness Statement Txt/Brian D. Smedley Making Health Care Work for American Families Improving Access to Care 3-24-09.txt.txt,disparities healthcare,congress healthcare,addressing racial,immigrant communities,policymakers significant,colleagues assessed,institute joint,briefs washington,brian smedley,access report
Data/Witness Statement Txt/Brian England Examining Innovative Approaches to Covering the Uninsured Through Employer-Provided Health Benefits 3-15-07.txt.txt,uninsured americans,healthcare obstacle,obtain affordable,coverage maryland,auto repair,employers option,small business,legislation year,rate british,andrews
Data/Witness Statement Txt/Brian M. Berman Principles of Integrative Health A Path to Health Care Reform 2-23-09.txt.txt,integrative medicine,complementary care,organizations cochrane,physicians family,spends health,berman executive,reviewing,access complementary,reform february,likewise
Data/Witness Statement Txt/Bruce Auerbach Addressing Healthcare Workforce Issues for the Future 2-12-08.txt.txt,massachusetts medical,national health,uninsured higher,vii reauthorization,ambulatory services,workforce 139,serves primary,address acute,educate policymakers,bruce auerbach
Data/Witness Statement Txt/Bruce Pyenson Strengthening Employer-Based Health Care 3-10-09.txt.txt,milliman healthcare,healthcare debate,insurance affordability,considerations actuaries,costs reducing,mployers medicaid,savings clinical,hospitals urgency,pyenson testimony,employer avoid
Data/Witness Statement Txt/Bruce Sigsbee Making Health Care Work for American Families Saving Money Saving Lives 4-2-09.txt.txt,thereisacurrentshortageofneurologists acrossthecountry,maine whereiserveasmedicaldirector,thegoalistoprovidehighquality patientfocusedcare,usingablendedsystemthatincludesabase salarywhichnotonlyrequiresacertainlevelofproductivity,iamalsoinprivate practiceatpenbayphysicians,oflifestylechangesandlessreflexive prescriptions,forqualityanduntilrecentlyphysician contracting,providerinputintonewandrevisedcodesandtocorrectrankorderanomalies fromtheinception,orablendedmethod amajordeclineinproductivity,testsarethemajorsourceofthe imbalances
Data/Witness Statement Txt/Bruce T. Roberts Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,pharmacies congressional,reason ncpa,chairman pallone,range healthcare,community retail,beneficiaries diabetes,independents operate,dispense generics,bruce roberts,treat chronic
Data/Witness Statement Txt/Bruce Yarwood Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,representatives energy,commerce committee,subcommittee health,yarwood,694 4j47,2009,behalf,statement bruce,rrr,g0 00
Data/Witness Statement Txt/Bryan C. Skarlatos Hearing on the Verification of Income and Insurance Information Under the Affordable Care Act 6-10-14.txt.txt,revenue service,judgment taxpayer,tax levying,owes taxes,taxis assessed,collecting administratively,creditor congress,seize property,assessed internal,invoke power
Data/Witness Statement Txt/C. Eugene Steuerle Hearing on How Welfare and Tax Benefits Can Discourage Work 6-27-12.txt.txt,explicit taxes,income social,rates households,eugene steuerle,marry marginal,benefits child,resources subcommittee,decades policymakers,form judgment,eitc rate
Data/Witness Statement Txt/C. Fay Raines Healthcare Reform 6-11-09.txt.txt,nursing aacn,senate health,enrollments nationwide,american association,serve faculty,huntsville behalf,viii programs,malpractice rates,pensions help,limiting describes
Data/Witness Statement Txt/C. William Jones Safeguarding Retiree Health Benefits 9-25-08.txt.txt,benefits protection,erisa legislation,emergency retiree,committee jones,insurance 800,federal medicaid,representatives hearing,clause employee,cut health,amended 1962
Data/Witness Statement Txt/Carol Kelly Comprehensive Health Reform Discussion Draft Day 2 6-24-09.txt.txt,chain pharmacies,nacds statement,nc health,commerce subcommittee,utilization medicaid,increase retail,chairman pallone,million employees,policymakers realized,generics setting
Data/Witness Statement Txt/Carrie Severino Hearing on the Individual and Employer Mandates in the Democrats’ Health Care Law 3-29-12.txt.txt,government angels,government prescribed,madison federalist,healthcare argues,congress regulate,unconstitutional epitome,mandate necessary,coverage individuals,liberty limiting,administered men
Data/Witness Statement Txt/Carrie Severino Hearing on the Tax Ramifications of the Supreme Court’s Ruling on the Democrats’ Health Care Law 7-10-12.txt.txt,tax democratic,committee hearing,mandate affects,upholding patient,power distinction,insurance plans,clause arguments,nfib decision,carrie severino,alchemy transmute
Data/Witness Statement Txt/Casey B. Mulligan Strengthening the Safety Net 4-17-12.txt.txt,work incentive,taxes safety,work safety,net income,welfare costs,paycheck consequences,benefits federal,depend sum,spend save,form marginal
Data/Witness Statement Txt/Caswell Evans Primary Health Care Access Reform Community Health Centers and the National Health Service Corps 4-30-09.txt.txt,dental education,hygienist states,adea member,practitioners join,improve medicaid,apply residency,institutions serve,million americans,15 illinois,1169 083
Data/Witness Statement Txt/Catherine M. Baase Principles of Integrative Health A Path to Health Care Reform 2-23-09.txt.txt,health corporate,health improvement,interventions asa,care reform,improve employee,dow adopted,benefits 34,promotion disease,committee quality,encourage federal
Data/Witness Statement Txt/Cathleen H. Nash Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,consumer bankers,republic bancorp,largest bank,republic cba,board directors,lending local,ceo citizens,cathleen nash,depositors navigating,capital requirements
Data/Witness Statement Txt/Cathy Schoen Addressing Underinsurance in National Health Reform 2-24-09.txt.txt,underinsured trends,commonwealth fundinsurance,fundhealth care,medicaid beneficiaries,national spending,reform cathy,plans review,reported deductibles,althfund org,thinning benefits
Data/Witness Statement Txt/Charles P. Blahous Hearing on the 2011 Medicare Trustees Report 6-22-11.txt.txt,medicare income,taxpayers earnings,additional tax,beneficiary premiums,parts payments,benefits 13,taxis capped,roughly percent,earning workers,actuarial imbalance
Data/Witness Statement Txt/Charlotte R. Kerr Principles of Integrative Health A Path to Health Care Reform 2-23-09.txt.txt,integrated healthcare,health healing,vitality america,reform recommend,sustaining programs,remaking america,forms helping,hearing committee,agree description,conventional complementary
Data/Witness Statement Txt/Chip Kahn Healthcare Reform 6-11-09.txt.txt,quality healthcare,senate committee,reform stand,cohesive federal,essential effectiveness,medicaid critically,legisl ation,progress endorsing,labor pensions,infrastructure enable
Data/Witness Statement Txt/Christian S. Johansson Initiatives to Promote Small Business Lending Jobs and Economic Growth 5-18-10.txt.txt,businesses small,business loan,credit initiative,leveraging federal,impact recession,secretary maryland,opportunities states,act 2010,employ 500,program tarp
Data/Witness Statement Txt/Christina D. Romer The Tri-Committee Draft Proposal for Health Care Reform 6-23-09.txt.txt,healthcare reform,affordable health,spending medicare,medicaid projections,insurance costs,coverage americans,proposed budget,durable economy,lower unemployment,president emphasized
Data/Witness Statement Txt/Christine Cassel Crossing the Quality Chasm in Health Reform 1-29-09.txt.txt,specialty abim,assess physician,practice internal,improvement hospitals,committee quality,medicine iom,nqf clinical,certified,senator enzi,labor pensions
Data/Witness Statement Txt/Christine Cassel Making Health Care Work for American Families Saving Money Saving Lives 4-2-09.txt.txt,board medical,ensure physicians,abim certifies,ceo american,quality cost,funding created,bipartisan congressional,higher standards,prevention wellness,incorporate nqf
Data/Witness Statement Txt/Christopher Carlson Hearing on the Challenges of the Affordable Care Act 12-4-13.txt.txt,implementing aca,affordable care,enrollment numbers,marsh mclennan,consulting actuary,premiums lower,specific issues,costs federal,original estimates,associated press
Data/Witness Statement Txt/Christopher E. Condeluci Hearing on Rising Health Insurance Premiums Under the Affordable Care Act 7-12-16.txt.txt,aca plans,insurance individual,finance committee,fact policyholders,reform debate,testimony organized,marketplace covering,chris condeluci,types health,implementing ehb
Data/Witness Statement Txt/Chye-Ching Huang Hearing on How Tax Reform Will Help America’s Small Businesses Grow and Create New Jobs 7-13-17.txt.txt,tax cuts,business tax,businesses small,rate wealthy,trump provision,pass rate,narrowly defined,benefits standards,despite mnuchin,cbo effects
Data/Witness Statement Txt/Clifford F. Thies Hearing on How Welfare and Tax Benefits Can Discourage Work 6-27-12.txt.txt,taxation social,revisiting welfare,reduced benefits,programs europe,americans qualify,income range,medicaid schip,implicit marginal,congress extraordinary,rates http
Data/Witness Statement Txt/Cynthia A. Bascetta Primary Health Care Access Reform Community Health Centers and the National Health Service Corps 4-30-09.txt.txt,federal health,accountability office,services provides,hhs administers,gao website,hrsa lacks,data grant,staff acknowledgments,territories 79790000,reliability data
Data/Witness Statement Txt/Dale H. Yamamoto Safeguarding Retiree Health Benefits 9-25-08.txt.txt,retiree healthcare,benefits discussion,coinsurance tiers,plan prevalence,employers slide,quill consulting,contributions premiumsp,focus chartpack,dale yamamoto,hewitt analysis
Data/Witness Statement Txt/Dan Mica Initiatives to Promote Small Business Lending Jobs and Economic Growth 5-18-10.txt.txt,credit union,lend congress,contributing national,recession nfib,proposal address,businesses represents,legislation intended,cuna estimates,promote small,mica president
Data/Witness Statement Txt/Dan Moore Hearing on the Tax-Related Provisions in the President’s Health Care Law 3-5-13.txt.txt,ceo cyberonics,manufacturing medical,behalf md,moore president,device tax,steelworker hoping,epilepsy neurological,support repeal,indiana grandfather,ensure 21st
Data/Witness Statement Txt/Daniel R. Hawkins Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,healthcaresystem letmebeginwithabroadoutlineofwhathealthreformmeanstousinthehealthcenter,struggles ofourpatients,healthreformeverysingleday inourwaitingroomsandexamrooms,andterritorial health,currently inplaceundermedicaid,disenfranchised hasrisento60millionpeoplenationwide,aresignificantly likelytousehospitalemergency,whofortoolonghavebeenleftbehindbyourcurrentdysfunctional,fromstatesandcommunities alreadyexperimenting,reauthorization
Data/Witness Statement Txt/Daniel R. Hawkins Primary Health Care Access Reform Community Health Centers and the National Health Service Corps 4-30-09.txt.txt,senate health,healthcare achc,support committee,reauthorized community,medicaid users,kennedy approved,improve clinicians,centers provide,effectiveness federally,dan hawkins
Data/Witness Statement Txt/Daniel R. Levinson Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,healthcare fraud,integrity federal,representatives health,programs evidence,human servicestestimony,daniel levinson,committee subcommittee,auditors evaluators,waste abuse,requires hhs
Data/Witness Statement Txt/Daniel T. Durham Hearing on Implementation of Health Insurance Exchanges and Related Provisions 9-12-12.txt.txt,health insurance,aca regulatory,ahip advocates,policies expand,ensure enrollment,plans american,exchanges implementing,ehb requirements,durham executive,duplication review
Data/Witness Statement Txt/Daniel Werfel Replacing the Sequester 4-25-12.txt.txt,budget committee,sequester administration,provided executive,omb role,bca operate,financial management,administration believes,contr oller,reduce federal,cfos related
Data/Witness Statement Txt/David Balto Hearing on Health Care Industry Consolidation 9-9-11.txt.txt,mergers healthcare,insurance concentration,market concentration,policymakers antitrust,consolidation concerns,consumers testified,aca promotes,concern asa,pharmaceutical costs,practice attorney
Data/Witness Statement Txt/David Bridgeman Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,community banks,banking pinnacle,sba lender,ceo pinnacle,business struggling,david bridgeman,impacting small,factors regulators,understand congress,examiners rate
Data/Witness Statement Txt/David C. Goodman Workforce Issues in Health Care Reform Assessing the Present and Preparing for the Future 3-12-09.txt.txt,physician workforce,workforce policies,healthcare spending,reform policy,care neonatal,analyses dartmouth,outcomes quality,training increase,goodman fisher,06115 46
Data/Witness Statement Txt/David Clark Learning from the States Individual State Experiences with Health Care Reform Coverage Initiatives in the Context of National Reform 4-28-09.txt.txt,utah reform,health legislative,medicaid state,efforts state,objectives federal,task creating,components states,services deductibles,david clark,adjustments adaptations
Data/Witness Statement Txt/David E. Lillie Safeguarding Retiree Health Benefits 9-25-08.txt.txt,insurance retirement,paid medical,benefits unacceptable,premiums incurred,raytheon affected,systems tucson,workers july,hughes aircraft,shares congressman,violation retained
Data/Witness Statement Txt/David F. Penson Hearing on the Independent Payment Advisory Board 3-6-12.txt.txt,consultation urologists,opposes ipab,md subcommittee,physicians significantly,participating medicare,aua health,new advisory,representative frank,testimony today,limited transparency
Data/Witness Statement Txt/David Farr Hearing on How Tax Reform Will Grow Our Economy and Create Jobs 5-18-17.txt.txt,ceo emerson,manufacturing united,ability manufacturers,manufacturing tax,rates corporate,jobs investment,energy operating,farr,corning glass,help drive
Data/Witness Statement Txt/David Gratzer Examining the Single Payer Health Care Option 6-10-09.txt.txt,american healthcare,procedures canadians,benefits single,policymakers hoping,gle payer,provincial budget,quipped national,innovation pro,option discussion,providers possible
Data/Witness Statement Txt/David Hoyt Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,wells fargo,wholesale banking,business lenders,lending small,businesses nationwide,close customers,cashflow capacity,owners perceptions,serving needs,504
Data/Witness Statement Txt/David J. Kautter Hearing on the Tax-Related Provisions in the President’s Health Care Law 3-5-13.txt.txt,kogod tax,tax center,taxpayers advisors,testify tax,act aca,subcommittee thank,kautter managing,taxon medicare,president health,nonpartisan research
Data/Witness Statement Txt/David L. Shern Comprehensive Health Reform Discussion Draft Day 1 6-23-09.txt.txt,mentalhealthcommission gov,consumers patients,questions committee,america energy,appreciate provisions,ameri,association advocated,report asserts,percent coinsurance,treat behavioral
Data/Witness Statement Txt/David U. Himmelstein Ways to Reduce the Cost of Health Insurance for Employers Employees and their Families 4-23-09.txt.txt,medically bankrupt,health spending,insured americans,medicare demonstration,physician members,make reform,david himmelstein,copayments deductibles,washington prevention,savings hearing
Data/Witness Statement Txt/Debra L. Ness Roundtable to Discuss Reforming America’s Health Care Delivery System 4-21-09.txt.txt,nationalpartnership org,reform healthcare,medicare beneficiaries,cost coverage,delivery improving,women families,committee roundtable,1875 connecticut,expense primary,inextricably linked
Data/Witness Statement Txt/Delos M. Cosgrove Healthcare Reform 6-11-09.txt.txt,cleveland clinic,healthcare legislation,hospitals form,review physicians,senator brown,basis patients,committee thank,effective delivery,surgery neurological,returning veterans
Data/Witness Statement Txt/Dennis G. Smith Making Health Care Work for American Families Saving Money Saving Lives 4-2-09.txt.txt,medicaid americans,washington provide,savings quality,findings aarp,reform heritage,making health,testimony ________________________________________________________________________,congress considers,foundation request,dennis smith
Data/Witness Statement Txt/Dennis G. Smith The Role of Long-Term Care in Health Reform 3-25-09.txt.txt,modernizing medicaid,reform testimony,health aging,insurance committee,foundation long,reinvigorating federalism,washington provide,remain eligible,comparisons report,smith senior
Data/Witness Statement Txt/Dennis Rivera Comprehensive Health Reform Discussion Draft Day 3 6-25-09.txt.txt,seiu healthcare,healthcare workers,firsthand uninsured,union knows,improve medicaid,reform compared,congratulate committee,ora member,employees affordability,disparities access
Data/Witness Statement Txt/Devon M. Herrick Making Health Care Work for American Families The Role of Public Health 3-31-09.txt.txt,public health,funds healthpoints,reform dallas,medicaid propose,cholera epidemics,analysis policy,nonprofit nonpartisan,american journal,important role,herrick ph
Data/Witness Statement Txt/Diane Archer Making Health Care Work for American Families Saving Money Saving Lives 4-2-09.txt.txt,insurance private,medicare overview,disclosure practices,product health,plans based,automobile companies,cost data,families saving,committee energy,researchers need
Data/Witness Statement Txt/Diane Rowland Addressing Underinsurance in National Health Reform 2-24-09.txt.txt,health insurance,uninsured families,medicaid low,higher deductibles,cost concerns,disability rates,outcomes jeopardized,10 kaiser,families conducted,diane rowland
Data/Witness Statement Txt/Diane Rowland Making Health Care Work for American Families Improving Access to Care 3-24-09.txt.txt,americans medicaid,minorities uninsured,health spending,whites health,barriers care,healthcare form,benefits beneficiaries,insurance cost,kaiser survey,role coverage
Data/Witness Statement Txt/Diane Rowland Roundtable Discussion on Expanding Health Care Coverage 5-5-09.txt.txt,health medicaid,children uninsured,insurance low,care costs,benefits core,disabled population,levels poverty,expanding coverage,percent beneficiaries,director kaiser
Data/Witness Statement Txt/Dianne Kiehl Hearing on Health Care Industry Consolidation 9-9-11.txt.txt,wisconsin healthcare,healthcare purchaser,care integrated,starting hospitals,leverage physician,health wishin,developing hie,organizations work,utilization major,cost status
Data/Witness Statement Txt/Dirk J.J. Suringa Hearing on the Need for Comprehensive Tax Reform to Help American Companies Compete in the Global Market and Create Jobs for American Workers 5-12-11.txt.txt,foreign taxes,tax counsel,suringa committee,exemption,reform act,recovery deductions,credit limitation,cases american,statement dirk,sources complexity
Data/Witness Statement Txt/Don Hamm Terminations of Individual Health Policies by Insurance Companies 6-16-09.txt.txt,healthdoesnotrescindcoverage fortheentirefamily,arecommitted findingtherightwaystoaddresshealthcarereform,insurance providesincreasingly,benefitstoagrowingnumberofpeoplewho,limitaccesstohealthcoverage delayingissuance,policies june16,andthemembers ofthissubcommittee,processtomakecoverage decisions,ahip isactiveinthecommunity,iftheanswertothequestion initem2is
Data/Witness Statement Txt/Donald M. Berwick Hearing on the Health Care Law’s Impact on the Medicare Program and its Beneficiaries 2-10-11.txt.txt,targeting medicare,improving medicaid,purchase coverage,bipartisan support,beneficiaries americans,chip millions,committee ways,americans improve,rebates customers,cms rely
Data/Witness Statement Txt/Donna Shalala Seizing the New Opportunity for Health Reform 5-6-08.txt.txt,secretary shalala,secretary health,oversaw welfare,tenure hhs,increase healthcare,veterans affairs,donna,support implementation,food safety,kept pace
Data/Witness Statement Txt/Douglas Holtz-Eakin Hearing on the Individual and Employer Mandates in the President’s Health Care Law 4-14-15.txt.txt,mandate aca,obamacares impact,affordable health,prevents insurer,alternative policies,aaf repealing,coverage provision,decline enrollees,medical underwriting,employees average
Data/Witness Statement Txt/Douglas Holtz-Eakin Hearing on the Tax-Related Provisions in the President’s Health Care Law 3-5-13.txt.txt,taxes aca,healthcare tax,affordable care,change medicare,consumers taxpayers,policies growing,relief act,patient protection,surtax levied,average excise
Data/Witness Statement Txt/Douglas Holtz-Eakin Hearing on the Verification of Income and Insurance Information Under the Affordable Care Act 6-10-14.txt.txt,aca subsidies,eligibility difficult,burden reporting,medicaid chip,employer mandate,complexity federal,tax preparers,services hhs,complicated consumers,verification process
Data/Witness Statement Txt/Douglas Holtz-Eakin Moving America Forward With a Focus on Economic Growth Ryan Announces First Committee Hearing of the 114th Congress 1-13-15.txt.txt,growth policy,obamacares impact,broader economy,health economy,increased benefits,reform america,america income,trade deals,congress approves,regulatory costs
Data/Witness Statement Txt/Douglas L. Peterson Hearing on How Tax Reform Will Grow Our Economy and Create Jobs 5-18-17.txt.txt,global tax,global insights,american investors,reform essential,essential intelligence,analytics forefront,companies successfully,congress address,digital information,highest statutory
Data/Witness Statement Txt/Douglas W. Elmendorf Budget and Economic Outlook 2-1-12.txt.txt,budget deficits,estimates 2012,2022 federal,statestestimony budget,cbo forecast,economy statement,baseline federal,ryan congressman,sluggish pace,reflects dampening
Data/Witness Statement Txt/Douglas W. Elmendorf Making Health Care Work for American Families Designing a High Performing Healthcare System 3-10-09.txt.txt,congressional budget,policymakers healthcare,efficiency health,committee energy,plan results,officecongressional,taxes dampens,broader improvements,address medicaid,douglas elmendorf
Data/Witness Statement Txt/Douglas W. Elmendorf Scoring Health Care Reform CBO’s Budget Options 2-25-09.txt.txt,insurance congressional,spending coverage,budgetary impact,medicaid differentials,plan results,combining initiatives,expanding health,office second,cbopenalties generally,douglas elmendorf
Data/Witness Statement Txt/E. Neil Trautwein Hearing on Implementation of Health Insurance Exchanges and Related Provisions 9-12-12.txt.txt,nrf retail,gdp retail,affordable care,agencies questions,policymakers support,nation economy,process aca,employers flexibility,compliance cost,benchmarks determined
Data/Witness Statement Txt/E. Neil Trautwein Hearing on the Impact of the Employer Mandate’s Definition of Full-time Employee on Jobs and Opportunities 1-28-14.txt.txt,employment retail,employees coverage,benefits biggest,aca health,nrf supports,regulatory agencies,federal overtime,neil trautwein,tends undersubscribed,eligibility 30
Data/Witness Statement Txt/E. Neil Trautwein Strengthening Employer-Based Health Care 3-10-09.txt.txt,retail federation,nrf healthcare,employee benefits,employers sizes,largest federal,reporting information,turnover rate,neil trautwein,current cost,reduce downstream
Data/Witness Statement Txt/E.J. Ned Holland America_s Need for Health Reform 9-18-08.txt.txt,embarq testimony,distinguished committee,kansas healthcare,employees evidence,sit privilege,behalf does,objection reimbursement,protected erisa,benefits 19,states experiment
Data/Witness Statement Txt/Edmund F. Haislmaier Making Health Care Work for American Families Ensuring Affordable Coverage 3-17-09.txt.txt,health policy,representative neal,reform brief,edmund haislmaier,testimony subcommittee,successful federal,research views,markets heritage,issue applied,discussing independent
Data/Witness Statement Txt/Edmund F. Haislmaier Protecting Americans from Illegal Bailouts and Plan Cancellations Under the President’s Health Care Law 7-28-14.txt.txt,participating insurers,testimony ________________________________________________________________________,policy heritage,covering prescription,rationale ppaca,congress risk,edmund haislmaier,proposed changes,long health,214 massachusetts
Data/Witness Statement Txt/Edward J. Rapp Hearing on the Need for Comprehensive Tax Reform to Help American Companies Compete in the Global Market and Create Jobs for American Workers 5-12-11.txt.txt,companies caterpillar,illinois manufacturing,tax reform,profitability jobs,president cfo,making sustainable,americans enjoy,plans investments,electric locomotives,remanufacturi ng
Data/Witness Statement Txt/Edward Salsberg Addressing Healthcare Workforce Issues for the Future 2-12-08.txt.txt,shortage physicians,school enrollment,health education,additional graduate,improvements productivity,funding threatened,aging population,aamc recommends,medicaid payments,current gme
Data/Witness Statement Txt/Eileen McAnneny Learning from the States Individual State Experiences with Health Care Reform Coverage Initiatives in the Context of National Reform 4-28-09.txt.txt,massachusetts healthcare,insurance employees,coverage initiatives,employers aim,benefits available,medicaid waiver,met healthy,nonpartisan association,statement associated,58 acts
Data/Witness Statement Txt/Elizabeth A. Duke Condition of Small Business and Commercial Real Estate Lending in Local Markets 2-26-10.txt.txt,lending small,strengthen banking,credit business,businesses federal,nfib financing,recession responses,2010 chairman,reserve conducted,sba guarantees,thrift supervisors
